artist,song,genre,era,url
Third Eye Blind,Jumper,Alternative,1990s,https://www.youtube.com/watch?v=gRYZijLZR-Q
Three Days Grace,Animal I Have Become,Rock,2000s,https://www.youtube.com/watch?v=xqds0B_meys
TLC,Waterfalls,Pop,1990s,https://www.youtube.com/watch?v=8WEtxJ4-sh4
TLC,No Scrubs,Pop,1990s,https://www.youtube.com/watch?v=FrLequ6dUdM
Toad the Wet Sprocket,All I Want,Alternative,1990s,https://www.youtube.com/watch?v=AVYYpNaSs2Y
Tom Petty and the Heartbreakers,Free Fallin',Rock,1980s,https://www.youtube.com/watch?v=1lWJXDG2i0A
Tom Petty and the Heartbreakers,Don't Come Around Here No More,Rock,1980s,https://www.youtube.com/watch?v=h0JvF9vpqx8
Tool,Schism,Alternative,1990s,https://www.youtube.com/watch?v=MM62wjLrgmA
Tool,Sober,Alternative,1990s,https://www.youtube.com/watch?v=nspxAG12Cpc
Tool,Stinkfist,Alternative,1990s,https://www.youtube.com/watch?v=6zpvlMp04D0
Tool,Aenema,Alternative,1990s,https://www.youtube.com/watch?v=CehYA3omb5o
Tool,Prison Sex,Alternative,1990s,https://www.youtube.com/watch?v=cUPV4OfNlt0
Tool,Parabola,Alternative,2000s,https://www.youtube.com/watch?v=-_nQhGR0K8M
Travis Scott,SICKO MODE,Hip-Hop,2010s,https://www.youtube.com/watch?v=6ONRf7h3Mdk
twenty one pilots,Stressed Out,Rock,2010s,https://www.youtube.com/watch?v=pXRviuL6vMY
Twisted Sister,We're Not Gonna Take It,Rock,1980s,https://www.youtube.com/watch?v=4xmckWVPRaI
Tyler Childers,All Your'n,Rock,2020s,https://www.youtube.com/watch?v=DrHd3nkCIz4
Tyler Childers,In Your Love,Rock,2020s,https://www.youtube.com/watch?v=II-L8Hq0_i4
Tyler Childers,Country Squire,Rock,2020s,https://www.youtube.com/watch?v=FxuLRkHn7rQ
Tyler Childers,Onieda,Rock,2020s,https://www.youtube.com/watch?v=gR_ihUk6VFk
Type O Negative,Love You To Death,Rock,1990s,https://www.youtube.com/watch?v=xD5No_JRrZw
U2,One,Rock,1990s,https://www.youtube.com/watch?v=JFWPeVfWB9o
Usher,Yeah!,Pop,2000s,https://www.youtube.com/watch?v=GxBSyx85Kp8
Vampire Weekend,A-Punk,Alternative,2000s,https://www.youtube.com/watch?v=_XC2mqcMMGQ
Van Halen,Jump,Rock,1980s,https://www.youtube.com/watch?v=SwYN7mTi6HM
Van Halen,Hot for Teacher,Rock,1980s,https://www.youtube.com/watch?v=6M4_Ommfvv0
Velvet Revolver,Fall to Pieces,Alternative,2000s,https://www.youtube.com/watch?v=9JhsUFuqbCM
Velvet Revolver,Slither,Alternative,2000s,https://www.youtube.com/watch?v=BKz2U4fvA4U
Warren G,Regulate,Hip-Hop,1990s,https://www.youtube.com/watch?v=1plPyJdXKIY
Weezer,Buddy Holly,Alternative,1990s,https://www.youtube.com/watch?v=kemivUKb4f4
Weird Al Yankovic,Amish Paradise,Hip-Hop,1990s,https://www.youtube.com/watch?v=lOfZLb33uCg
Weird Al Yankovic,White and Nerdy,Hip-Hop,2000s,https://www.youtube.com/watch?v=N9qYF9DZPdw
Wet Leg,Chaise Longue,Rock,2020s,https://www.youtube.com/watch?v=Zd9jeJk2UHQ
Whitney Houston,I Will Always Love You,Pop,1990s,https://www.youtube.com/watch?v=3JWTaaS7LdU
Whitney Houston,I Wanna Dance with Somebody,Pop,1980s,https://www.youtube.com/watch?v=eH3giaIzONA
Wu-Tang Clan,C.R.E.A.M.,Hip-Hop,1990s,https://www.youtube.com/watch?v=PBwAxmrE194
Yeah Yeah Yeahs,Maps,Alternative,2000s,https://www.youtube.com/watch?v=oIIxlgcuQRU
ZZ Top,Sharp Dressed Man,Rock,1980s,https://www.youtube.com/watch?v=7wRHBLwpASw
ZZ Top,Gimme All Your Lovin',Rock,1980s,https://www.youtube.com/watch?v=Ae829mFAGGE
